Ensembl Gene ID	Multiple?	% Identity with respect to Human gene	Hs Gene	HS Description	First	Ensembl Gene ID
T24D8.1	1	27	GLRA3	"glycine receptor, alpha 3 [Source:HGNC Symbol;Acc:4328]"	1	T24D8.1
T24D8.1	1	28	GLRA4	"glycine receptor, alpha 4 [Source:HGNC Symbol;Acc:31715]"	1	T24D8.1
T24D8.1	1	24	GLRB	"glycine receptor, beta [Source:HGNC Symbol;Acc:4329]"	1	T24D8.1
T24F1.1	1	63	RRAGA	Ras-related GTP binding A [Source:HGNC Symbol;Acc:16963]	1	T24F1.1
T24F1.1	1	53	RRAGB	Ras-related GTP binding B [Source:HGNC Symbol;Acc:19901]	1	T24F1.1
T24F1.2	0	20	TMEM201	transmembrane protein 201 [Source:HGNC Symbol;Acc:33719]	1	T24F1.2
T24F1.3	1	34	RASSF1	Ras association (RalGDS/AF-6) domain family member 1 [Source:HGNC Symbol;Acc:9882]	1	T24F1.3
T24F1.3	1	29	RASSF3	Ras association (RalGDS/AF-6) domain family member 3 [Source:HGNC Symbol;Acc:14271]	1	T24F1.3
T24F1.3	1	26	RASSF5	Ras association (RalGDS/AF-6) domain family member 5 [Source:HGNC Symbol;Acc:17609]	1	T24F1.3
T24F1.6	1	9	CACHD1	cache domain containing 1 [Source:HGNC Symbol;Acc:29314]	1	T24F1.6
T24F1.6	1	18	CACNA2D1	"calcium channel, voltage-dependent, alpha 2/delta subunit 1 [Source:HGNC Symbol;Acc:1399]"	1	T24F1.6
T24F1.6	1	17	CACNA2D2	"calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:1400]"	1	T24F1.6
T24H10.1	1	45	TCEA1	"transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:11612]"	1	T24H10.1
T24H10.1	1	42	TCEA2	"transcription elongation factor A (SII), 2 [Source:HGNC Symbol;Acc:11614]"	1	T24H10.1
T24H10.1	1	34	TCEA3	"transcription elongation factor A (SII), 3 [Source:HGNC Symbol;Acc:11615]"	1	T24H10.1
T24H10.1	1	19	TCEANC	transcription elongation factor A (SII) N-terminal and central domain containing [Source:HGNC Symbol;Acc:28277]	1	T24H10.1
T24H10.3	0	34	DNAJC9	"DnaJ (Hsp40) homolog, subfamily C, member 9 [Source:HGNC Symbol;Acc:19123]"	1	T24H10.3
T24H10.4	0	25	TMEM53	transmembrane protein 53 [Source:HGNC Symbol;Acc:26186]	1	T24H10.4
T24H10.6	1	48	DYNLRB1	"dynein, light chain, roadblock-type 1 [Source:HGNC Symbol;Acc:15468]"	1	T24H10.6
T24H10.6	1	45	DYNLRB2	"dynein, light chain, roadblock-type 2 [Source:HGNC Symbol;Acc:15467]"	1	T24H10.6
T24H7.1	0	62	PHB2	prohibitin 2 [Source:HGNC Symbol;Acc:30306]	1	T24H7.1
T24H7.2	0	29	HYOU1	hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:16931]	1	T24H7.2
T24H7.3	0	29	C14orf129	chromosome 14 open reading frame 129 [Source:HGNC Symbol;Acc:20343]	1	T24H7.3
T24H7.5	1	28	ATP10A	"ATPase, class V, type 10A [Source:HGNC Symbol;Acc:13542]"	1	T24H7.5
T24H7.5	1	29	ATP10B	"ATPase, class V, type 10B [Source:HGNC Symbol;Acc:13543]"	1	T24H7.5
T24H7.5	1	30	ATP10D	"ATPase, class V, type 10D [Source:HGNC Symbol;Acc:13549]"	1	T24H7.5
T25B9.1	0	56	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:4188]	1	T25B9.1
T25B9.10	1	7	INPP5D	"inositol polyphosphate-5-phosphatase, 145kDa [Source:HGNC Symbol;Acc:6079]"	1	T25B9.10
T25B9.10	1	6	INPPL1	inositol polyphosphate phosphatase-like 1 [Source:HGNC Symbol;Acc:6080]	1	T25B9.10
T25B9.9	0	70	PGD	phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:8891]	1	T25B9.9
T25C8.1	0	26	SHPK	sedoheptulokinase [Source:HGNC Symbol;Acc:1492]	1	T25C8.1
T25C8.2	1	90	ACTA1	"actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:129]"	1	T25C8.2
T25C8.2	1	90	ACTA2	"actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:130]"	1	T25C8.2
T25C8.2	1	90	ACTC1	"actin, alpha, cardiac muscle 1 [Source:HGNC Symbol;Acc:143]"	1	T25C8.2
T25C8.2	1	90	ACTG2	"actin, gamma 2, smooth muscle, enteric [Source:HGNC Symbol;Acc:145]"	1	T25C8.2
T25D3.2	0	39	MRPL28	mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:14484]	1	T25D3.2
T25D3.4	1	53	HIAT1	hippocampus abundant transcript 1 [Source:HGNC Symbol;Acc:23363]	1	T25D3.4
T25D3.4	1	50	HIATL1	hippocampus abundant transcript-like 1 [Source:HGNC Symbol;Acc:23376]	1	T25D3.4
T25D3.4	1	49	HIATL2	hippocampus abundant transcript-like 2 [Source:HGNC Symbol;Acc:23672]	1	T25D3.4
T25E12.4	1	46	PRKD1	protein kinase D1 [Source:HGNC Symbol;Acc:9407]	1	T25E12.4
T25E12.4	1	46	PRKD2	protein kinase D2 [Source:HGNC Symbol;Acc:17293]	1	T25E12.4
T25E12.4	1	47	PRKD3	protein kinase D3 [Source:HGNC Symbol;Acc:9408]	1	T25E12.4
T25E12.5	1	40	GYG1	glycogenin 1 [Source:HGNC Symbol;Acc:4699]	1	T25E12.5
T25E12.5	1	28	GYG2	glycogenin 2 [Source:HGNC Symbol;Acc:4700]	1	T25E12.5
T25E12.5	1	33	GYG2P1	glycogenin 2 pseudogene 1 [Source:HGNC Symbol;Acc:4701]	1	T25E12.5
T25F10.2	1	21	BMP10	bone morphogenetic protein 10 [Source:HGNC Symbol;Acc:20869]	1	T25F10.2
T25F10.2	1	21	GDF2	growth differentiation factor 2 [Source:HGNC Symbol;Acc:4217]	1	T25F10.2
T25F10.5	0	38	TTC8	tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:20087]	1	T25F10.5
T25G12.4	1	56	RAB41	"RAB41, member RAS oncogene family [Source:HGNC Symbol;Acc:18293]"	1	T25G12.4
T25G12.4	1	79	RAB6A	"RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:9786]"	1	T25G12.4
T25G12.4	1	79	RAB6B	"RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:14902]"	1	T25G12.4
T25G12.4	1	59	RAB6C	"RAB6C, member RAS oncogene family [Source:HGNC Symbol;Acc:16525]"	1	T25G12.4
T25G12.5	0	54	ACADM	"acyl-CoA dehydrogenase, C-4 to C-12 straight chain [Source:HGNC Symbol;Acc:89]"	1	T25G12.5
T25G12.7	1	34	DHRS7B	dehydrogenase/reductase (SDR family) member 7B [Source:HGNC Symbol;Acc:24547]	1	T25G12.7
T25G12.7	1	30	DHRS7C	dehydrogenase/reductase (SDR family) member 7C [Source:HGNC Symbol;Acc:32423]	1	T25G12.7
T25G3.1	0	37	KIAA1143	KIAA1143 [Source:HGNC Symbol;Acc:29198]	1	T25G3.1
T25G3.3	0	49	NMD3	NMD3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24250]	1	T25G3.3
T25G3.4	0	56	GPD2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial) [Source:HGNC Symbol;Acc:4456]	1	T25G3.4
T26A5.3	0	65	NDUFS2	"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7708]"	1	T26A5.3
T26A5.4	1	39	ALG1	"asparagine-linked glycosylation 1, beta-1,4-mannosyltransferase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18294]"	1	T26A5.4
T26A5.4	1	33	ALG1L	asparagine-linked glycosylation 1-like [Source:HGNC Symbol;Acc:33721]	1	T26A5.4
T26A5.5	1	11	FBXL19	F-box and leucine-rich repeat protein 19 [Source:HGNC Symbol;Acc:25300]	1	T26A5.5
T26A5.5	1	21	KDM2A	lysine (K)-specific demethylase 2A [Source:HGNC Symbol;Acc:13606]	1	T26A5.5
T26A5.5	1	18	KDM2B	lysine (K)-specific demethylase 2B [Source:HGNC Symbol;Acc:13610]	1	T26A5.5
T26A5.6	0	30	AVL9	AVL9 homolog (S. cerevisiase) [Source:HGNC Symbol;Acc:28994]	1	T26A5.6
T26A5.7	0	25	SETD8	SET domain containing (lysine methyltransferase) 8 [Source:HGNC Symbol;Acc:29489]	1	T26A5.7
T26A5.9	0	96	DYNLL2	"dynein, light chain, LC8-type 2 [Source:HGNC Symbol;Acc:24596]"	1	T26A5.9
T26A8.2	1	11	RP11-77K12.7.1	0	1	T26A8.2
T26A8.2	1	19	TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:37234]	1	T26A8.2
T26A8.4	1	8	ZC3H4	zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:17808]	1	T26A8.4
T26A8.4	1	8	ZC3H6	zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:24762]	1	T26A8.4
T26A8.4	1	19	ZC3H8	zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:30941]	1	T26A8.4
T26C12.1	0	53	ILVBL	ilvB (bacterial acetolactate synthase)-like [Source:HGNC Symbol;Acc:6041]	1	T26C12.1
T26C5.3	0	48	SLC33A1	"solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:HGNC Symbol;Acc:95]"	1	T26C5.3
T26E3.2	0	33	NUDT18	nudix (nucleoside diphosphate linked moiety X)-type motif 18 [Source:HGNC Symbol;Acc:26194]	1	T26E3.2
T26E3.3	1	42	PARD6A	par-6 partitioning defective 6 homolog alpha (C. elegans) [Source:HGNC Symbol;Acc:15943]	1	T26E3.3
T26E3.3	1	38	PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans) [Source:HGNC Symbol;Acc:16245]	1	T26E3.3
T26E3.3	1	39	PARD6G	par-6 partitioning defective 6 homolog gamma (C. elegans) [Source:HGNC Symbol;Acc:16076]	1	T26E3.3
T26E3.4	0	31	RWDD1	RWD domain containing 1 [Source:HGNC Symbol;Acc:20993]	1	T26E3.4
T26E3.7	0	11	ATP5A1	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:823]"	1	T26E3.7
T26G10.1	0	62	DDX47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 [Source:HGNC Symbol;Acc:18682]	1	T26G10.1
T26H10.1	1	19	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A [Source:HGNC Symbol;Acc:5297]	1	T26H10.1
T26H10.1	1	17	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B [Source:HGNC Symbol;Acc:5298]	1	T26H10.1
T26H10.1	1	17	HTR3C	"5-hydroxytryptamine (serotonin) receptor 3, family member C [Source:HGNC Symbol;Acc:24003]"	1	T26H10.1
T26H10.1	1	11	HTR3D	5-hydroxytryptamine (serotonin) receptor 3 family member D [Source:HGNC Symbol;Acc:24004]	1	T26H10.1
T26H10.1	1	16	HTR3E	"5-hydroxytryptamine (serotonin) receptor 3, family member E [Source:HGNC Symbol;Acc:24005]"	1	T26H10.1
T26H10.1	1	13	ZACN	zinc activated ligand-gated ion channel [Source:HGNC Symbol;Acc:29504]	1	T26H10.1
T27A1.5	1	29	SLC36A1	"solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:18761]"	1	T27A1.5
T27A1.5	1	30	SLC36A2	"solute carrier family 36 (proton/amino acid symporter), member 2 [Source:HGNC Symbol;Acc:18762]"	1	T27A1.5
T27A1.5	1	25	SLC36A3	"solute carrier family 36 (proton/amino acid symporter), member 3 [Source:HGNC Symbol;Acc:19659]"	1	T27A1.5
T27A1.5	1	28	SLC36A4	"solute carrier family 36 (proton/amino acid symporter), member 4 [Source:HGNC Symbol;Acc:19660]"	1	T27A1.5
T27A1.6	0	29	TBX20	T-box 20 [Source:HGNC Symbol;Acc:11598]	1	T27A1.6
T27A10.3	1	25	ETNK1	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:24649]	1	T27A10.3
T27A10.3	1	30	ETNK2	ethanolamine kinase 2 [Source:HGNC Symbol;Acc:25575]	1	T27A10.3
T27A3.1	1	11	HAP1	huntingtin-associated protein 1 [Source:HGNC Symbol;Acc:4812]	1	T27A3.1
T27A3.1	1	13	TRAK1	"trafficking protein, kinesin binding 1 [Source:HGNC Symbol;Acc:29947]"	1	T27A3.1
T27A3.1	1	13	TRAK2	"trafficking protein, kinesin binding 2 [Source:HGNC Symbol;Acc:13206]"	1	T27A3.1
T27A3.2	1	30	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3) [Source:HGNC Symbol;Acc:12611]	1	T27A3.2
T27A3.2	1	34	USP5	ubiquitin specific peptidase 5 (isopeptidase T) [Source:HGNC Symbol;Acc:12628]	1	T27A3.2
T27A3.4	0	5	CHERP	calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:16930]	1	T27A3.4
T27A3.5	1	17	PTPN1	"protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:9642]"	1	T27A3.5
T27A3.5	1	18	PTPN2	"protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:9650]"	1	T27A3.5
T27A3.5	1	15	PTPN9	"protein tyrosine phosphatase, non-receptor type 9 [Source:HGNC Symbol;Acc:9661]"	1	T27A3.5
T27A3.6	0	37	MOCS2	molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:7193]	1	T27A3.6
T27A8.3	0	19	METAP2	methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:16672]	1	T27A8.3
T27B1.1	0	42	IFT172	intraflagellar transport 172 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:30391]	1	T27B1.1
T27C10.6	1	18	LRRK1	leucine-rich repeat kinase 1 [Source:HGNC Symbol;Acc:18608]	1	T27C10.6
T27C10.6	1	17	LRRK2	leucine-rich repeat kinase 2 [Source:HGNC Symbol;Acc:18618]	1	T27C10.6
T27C4.4	1	34	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:7410]	1	T27C4.4
T27C4.4	1	35	MTA2	"metastasis associated 1 family, member 2 [Source:HGNC Symbol;Acc:7411]"	1	T27C4.4
T27C4.4	1	41	MTA3	"metastasis associated 1 family, member 3 [Source:HGNC Symbol;Acc:23784]"	1	T27C4.4
T27D1.1	1	8	NKTR	natural killer-tumor recognition sequence [Source:HGNC Symbol;Acc:7833]	1	T27D1.1
T27D1.1	1	16	PPIG	peptidylprolyl isomerase G (cyclophilin G) [Source:HGNC Symbol;Acc:14650]	1	T27D1.1
T27D1.1	1	22	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6 [Source:HGNC Symbol;Acc:21557]	1	T27D1.1
T27D1.3	1	11	GPR176	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:32370]	1	T27D1.3
T27D1.3	1	18	GPR19	G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:4473]	1	T27D1.3
T27D12.2	1	26	CLCN1	"chloride channel 1, skeletal muscle [Source:HGNC Symbol;Acc:2019]"	1	T27D12.2
T27D12.2	1	30	CLCN2	chloride channel 2 [Source:HGNC Symbol;Acc:2020]	1	T27D12.2
T27D12.2	1	29	CLCNKA	chloride channel Ka [Source:HGNC Symbol;Acc:2026]	1	T27D12.2
T27D12.2	1	30	CLCNKB	chloride channel Kb [Source:HGNC Symbol;Acc:2027]	1	T27D12.2
T27E9.1	1	62	SLC25A31	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 [Source:HGNC Symbol;Acc:25319]"	1	T27E9.1
T27E9.1	1	68	SLC25A4	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Source:HGNC Symbol;Acc:10990]"	1	T27E9.1
T27E9.1	1	69	SLC25A5	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:10991]"	1	T27E9.1
T27E9.1	1	68	SLC25A6	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:HGNC Symbol;Acc:10992]"	1	T27E9.1
T27E9.2	0	35	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:12590]	1	T27E9.2
T27E9.3	0	74	CDK5	cyclin-dependent kinase 5 [Source:HGNC Symbol;Acc:1774]	1	T27E9.3
T27E9.4	1	28	IPP	intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:6108]	1	T27E9.4
T27E9.4	1	28	KEAP1	kelch-like ECH-associated protein 1 [Source:HGNC Symbol;Acc:23177]	1	T27E9.4
T27E9.4	1	26	KLHL10	kelch-like 10 (Drosophila) [Source:HGNC Symbol;Acc:18829]	1	T27E9.4
T27E9.4	1	34	KLHL12	kelch-like 12 (Drosophila) [Source:HGNC Symbol;Acc:19360]	1	T27E9.4
T27E9.4	1	44	KLHL18	kelch-like 18 (Drosophila) [Source:HGNC Symbol;Acc:29120]	1	T27E9.4
T27E9.4	1	26	KLHL7	kelch-like 7 (Drosophila) [Source:HGNC Symbol;Acc:15646]	1	T27E9.4
T27E9.5	1	41	PTDSS1	phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:9587]	1	T27E9.5
T27E9.5	1	28	PTDSS2	phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:15463]	1	T27E9.5
T27E9.7	0	60	ABCF2	"ATP-binding cassette, sub-family F (GCN20), member 2 [Source:HGNC Symbol;Acc:71]"	1	T27E9.7
T27F2.1	0	55	SNW1	SNW domain containing 1 [Source:HGNC Symbol;Acc:16696]	1	T27F2.1
T27F2.2	1	25	SIPA1	signal-induced proliferation-associated 1 [Source:HGNC Symbol;Acc:10885]	1	T27F2.2
T27F2.2	1	20	SIPA1L1	signal-induced proliferation-associated 1 like 1 [Source:HGNC Symbol;Acc:20284]	1	T27F2.2
T27F2.2	1	12	SIPA1L2	signal-induced proliferation-associated 1 like 2 [Source:HGNC Symbol;Acc:23800]	1	T27F2.2
T27F2.2	1	19	SIPA1L3	signal-induced proliferation-associated 1 like 3 [Source:HGNC Symbol;Acc:23801]	1	T27F2.2
T27F2.3	0	21	BIRC5	baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:593]	1	T27F2.3
T27F6.1	1	17	GCNT1	"glucosaminyl (N-acetyl) transferase 1, core 2 [Source:HGNC Symbol;Acc:4203]"	1	T27F6.1
T27F6.1	1	18	GCNT2	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) [Source:HGNC Symbol;Acc:4204]"	1	T27F6.1
T27F6.1	1	18	GCNT3	"glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:4205]"	1	T27F6.1
T27F6.1	1	17	GCNT4	"glucosaminyl (N-acetyl) transferase 4, core 2 [Source:HGNC Symbol;Acc:17973]"	1	T27F6.1
T27F6.1	1	14	GCNT6	glucosaminyl (N-acetyl) transferase 6 [Source:HGNC Symbol;Acc:21623]	1	T27F6.1
T27F6.1	1	18	GCNT7	glucosaminyl (N-acetyl) transferase family member 7 [Source:HGNC Symbol;Acc:16099]	1	T27F6.1
T27F6.5	0	32	PARS2	"prolyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:30563]"	1	T27F6.5
T27F6.6	0	34	SMPD2	"sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase) [Source:HGNC Symbol;Acc:11121]"	1	T27F6.6
T27F7.1	1	55	CHMP3	charged multivesicular body protein 3 [Source:HGNC Symbol;Acc:29865]	1	T27F7.1
T27F7.1	1	31	RNF103-CHMP3	RNF103-CHMP3 readthrough [Source:HGNC Symbol;Acc:38847]	1	T27F7.1
T27F7.3	1	50	EIF1	eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:3249]	1	T27F7.3
T27F7.3	1	53	EIF1B	eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:30792]	1	T27F7.3
T27F7.4	0	29	PIGB	"phosphatidylinositol glycan anchor biosynthesis, class B [Source:HGNC Symbol;Acc:8959]"	1	T27F7.4
T28A11.11	1	28	GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:4632]	1	T28A11.11
T28A11.11	1	27	GSTM2	glutathione S-transferase mu 2 (muscle) [Source:HGNC Symbol;Acc:4634]	1	T28A11.11
T28A11.11	1	28	GSTM3	glutathione S-transferase mu 3 (brain) [Source:HGNC Symbol;Acc:4635]	1	T28A11.11
T28A11.11	1	28	GSTM4	glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:4636]	1	T28A11.11
T28A11.11	1	25	GSTM5	glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:4637]	1	T28A11.11
T28A11.11	1	38	GSTP1	glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:4638]	1	T28A11.11
T28A11.13	1	10	NXN	nucleoredoxin [Source:HGNC Symbol;Acc:18008]	1	T28A11.13
T28A11.13	1	15	NXNL1	nucleoredoxin-like 1 [Source:HGNC Symbol;Acc:25179]	1	T28A11.13
T28A11.13	1	25	NXNL2	nucleoredoxin-like 2 [Source:HGNC Symbol;Acc:30482]	1	T28A11.13
T28A8.7	0	30	MLH1	"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli) [Source:HGNC Symbol;Acc:7127]"	1	T28A8.7
T28B8.5	1	15	SCNN1A	"sodium channel, nonvoltage-gated 1 alpha [Source:HGNC Symbol;Acc:10599]"	1	T28B8.5
T28B8.5	1	16	SCNN1B	"sodium channel, nonvoltage-gated 1, beta [Source:HGNC Symbol;Acc:10600]"	1	T28B8.5
T28B8.5	1	13	SCNN1D	"sodium channel, nonvoltage-gated 1, delta [Source:HGNC Symbol;Acc:10601]"	1	T28B8.5
T28B8.5	1	16	SCNN1G	"sodium channel, nonvoltage-gated 1, gamma [Source:HGNC Symbol;Acc:10602]"	1	T28B8.5
T28C12.1	0	27	MFSD8	major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:28486]	1	T28C12.1
T28D6.4	0	16	ANKRD50	ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:29223]	1	T28D6.4
T28D6.6	0	80	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:3029]	1	T28D6.6
T28D6.7	0	34	STARD10	StAR-related lipid transfer (START) domain containing 10 [Source:HGNC Symbol;Acc:10666]	1	T28D6.7
T28D6.9	0	43	PSENEN	presenilin enhancer 2 homolog (C. elegans) [Source:HGNC Symbol;Acc:30100]	1	T28D6.9
T28D9.10	0	75	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide 16kDa [Source:HGNC Symbol;Acc:11158]	1	T28D9.10
T28D9.2	1	18	SRSF4	serine/arginine-rich splicing factor 4 [Source:HGNC Symbol;Acc:10786]	1	T28D9.2
T28D9.2	1	26	SRSF5	serine/arginine-rich splicing factor 5 [Source:HGNC Symbol;Acc:10787]	1	T28D9.2
T28D9.2	1	23	SRSF6	serine/arginine-rich splicing factor 6 [Source:HGNC Symbol;Acc:10788]	1	T28D9.2
T28F12.2	1	42	MEIS1	Meis homeobox 1 [Source:HGNC Symbol;Acc:7000]	1	T28F12.2
T28F12.2	1	35	MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:7001]	1	T28F12.2
T28F12.2	1	38	MEIS3	Meis homeobox 3 [Source:HGNC Symbol;Acc:29537]	1	T28F12.2
T28F12.2	1	14	TGIF2LX	"TGFB-induced factor homeobox 2-like, X-linked [Source:HGNC Symbol;Acc:18570]"	1	T28F12.2
T28F12.2	1	17	TGIF2LY	"TGFB-induced factor homeobox 2-like, Y-linked [Source:HGNC Symbol;Acc:18569]"	1	T28F12.2
T28F12.3	1	29	SOS1	son of sevenless homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:11187]	1	T28F12.3
T28F12.3	1	29	SOS2	son of sevenless homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11188]	1	T28F12.3
T28F2.3	0	25	CA8	carbonic anhydrase VIII [Source:HGNC Symbol;Acc:1382]	1	T28F2.3
T28F2.4	1	26	MINA	MYC induced nuclear antigen [Source:HGNC Symbol;Acc:19441]	1	T28F2.4
T28F2.5	1	44	CACNB1	"calcium channel, voltage-dependent, beta 1 subunit [Source:HGNC Symbol;Acc:1401]"	1	T28F2.5
T28F2.5	1	43	CACNB2	"calcium channel, voltage-dependent, beta 2 subunit [Source:HGNC Symbol;Acc:1402]"	1	T28F2.5
T28F2.5	1	50	CACNB3	"calcium channel, voltage-dependent, beta 3 subunit [Source:HGNC Symbol;Acc:1403]"	1	T28F2.5
T28F2.5	1	48	CACNB4	"calcium channel, voltage-dependent, beta 4 subunit [Source:HGNC Symbol;Acc:1404]"	1	T28F2.5
T28F2.7	0	20	ACCN5	"amiloride-sensitive cation channel 5, intestinal [Source:HGNC Symbol;Acc:17537]"	1	T28F2.7
T28F3.1	1	37	CPNE4	copine IV [Source:HGNC Symbol;Acc:2317]	1	T28F3.1
T28F3.1	1	43	CPNE5	copine V [Source:HGNC Symbol;Acc:2318]	1	T28F3.1
T28F3.1	1	34	CPNE6	copine VI (neuronal) [Source:HGNC Symbol;Acc:2319]	1	T28F3.1
T28F3.1	1	34	CPNE7	copine VII [Source:HGNC Symbol;Acc:2320]	1	T28F3.1
T28F3.1	1	43	CPNE8	copine VIII [Source:HGNC Symbol;Acc:23498]	1	T28F3.1
T28F3.1	1	43	CPNE9	copine family member IX [Source:HGNC Symbol;Acc:24336]	1	T28F3.1
T28F3.5	1	25	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:84]	1	T28F3.5
T28F3.5	1	24	ACACB	acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:85]	1	T28F3.5
T28F3.6	0	31	RABL5	"RAB, member RAS oncogene family-like 5 [Source:HGNC Symbol;Acc:21895]"	1	T28F3.6
T28F3.9	1	15	GCNT1	"glucosaminyl (N-acetyl) transferase 1, core 2 [Source:HGNC Symbol;Acc:4203]"	1	T28F3.9
T28F3.9	1	17	GCNT2	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) [Source:HGNC Symbol;Acc:4204]"	1	T28F3.9
T28F3.9	1	16	GCNT3	"glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:4205]"	1	T28F3.9
T28F3.9	1	15	GCNT4	"glucosaminyl (N-acetyl) transferase 4, core 2 [Source:HGNC Symbol;Acc:17973]"	1	T28F3.9
T28F3.9	1	13	GCNT6	glucosaminyl (N-acetyl) transferase 6 [Source:HGNC Symbol;Acc:21623]	1	T28F3.9
T28F3.9	1	15	GCNT7	glucosaminyl (N-acetyl) transferase family member 7 [Source:HGNC Symbol;Acc:16099]	1	T28F3.9
T28F4.2	1	15	SCNN1A	"sodium channel, nonvoltage-gated 1 alpha [Source:HGNC Symbol;Acc:10599]"	1	T28F4.2
T28F4.2	1	15	SCNN1B	"sodium channel, nonvoltage-gated 1, beta [Source:HGNC Symbol;Acc:10600]"	1	T28F4.2
T28F4.2	1	13	SCNN1D	"sodium channel, nonvoltage-gated 1, delta [Source:HGNC Symbol;Acc:10601]"	1	T28F4.2
T28F4.2	1	14	SCNN1G	"sodium channel, nonvoltage-gated 1, gamma [Source:HGNC Symbol;Acc:10602]"	1	T28F4.2
T28F4.3	1	17	PTPN1	"protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:9642]"	1	T28F4.3
T28F4.3	1	17	PTPN2	"protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:9650]"	1	T28F4.3
